article,highlights
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'OW', 'K', 'EY', 'SIL']",I hope it is okay
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'OW', 'K', 'EY', 'SIL']",I hope it is okay
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'K', 'AH', 'M', 'IH', 'NG', 'SIL', 'HH', 'IY', 'R', 'SIL']",Yes you are coming here
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'K', 'AH', 'M', 'IH', 'NG', 'SIL', 'HH', 'IY', 'R', 'SIL']",Yes you are coming here
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'F', 'EY', 'TH', 'SIL']",They hope I have faith
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'F', 'EY', 'TH', 'SIL']",They hope I have faith
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'Y', 'UW', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL']",Yes you have it
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'Y', 'UW', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL']",Yes you have it
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",I hope my nurse is hungry
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",I hope my nurse is hungry
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'K', 'L', 'OW', 'S', 'ER', 'SIL']",You hope they are closer
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'K', 'L', 'OW', 'S', 'ER', 'SIL']",You hope they are closer
"Translate phoneme to English sentence: ['K', 'L', 'OW', 'S', 'ER', 'SIL', 'P', 'L', 'IY', 'Z', 'SIL']",Closer please
"Translate phoneme to English sentence: ['K', 'L', 'OW', 'S', 'ER', 'SIL', 'P', 'L', 'IY', 'Z', 'SIL']",Closer please
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL']",I hope that is
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL']",I hope that is
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL']",I am not like that
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL']",I am not like that
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'F', 'IY', 'L', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",They feel very comfortable
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'F', 'IY', 'L', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",They feel very comfortable
"Translate phoneme to English sentence: ['W', 'EH', 'R', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL']",Where you like
"Translate phoneme to English sentence: ['W', 'EH', 'R', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL']",Where you like
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL']",I hope I need my nurse
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL']",I hope I need my nurse
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL']",They hope you are going
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL']",They hope you are going
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'Y', 'UW', 'SIL']",I am you
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'Y', 'UW', 'SIL']",I am you
"Translate phoneme to English sentence: ['AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'K', 'AH', 'M', 'IH', 'NG', 'SIL']",Are you coming
"Translate phoneme to English sentence: ['AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'K', 'AH', 'M', 'IH', 'NG', 'SIL']",Are you coming
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my nurse you are not thirsty
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my nurse you are not thirsty
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL']",That it is not
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL']",That it is not
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL']",I hope you are
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL']",I hope you are
"Translate phoneme to English sentence: ['P', 'L', 'IY', 'Z', 'SIL', 'T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",Please tell my nurse I need my music
"Translate phoneme to English sentence: ['P', 'L', 'IY', 'Z', 'SIL', 'T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",Please tell my nurse I need my music
"Translate phoneme to English sentence: ['N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'B', 'AE', 'D', 'SIL']",Nurse is bad
"Translate phoneme to English sentence: ['N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'B', 'AE', 'D', 'SIL']",Nurse is bad
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",That is not very bad
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",That is not very bad
"Translate phoneme to English sentence: ['N', 'OW', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",No I am not comfortable
"Translate phoneme to English sentence: ['N', 'OW', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",No I am not comfortable
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL', 'G', 'UH', 'D', 'SIL']",That is good
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL', 'G', 'UH', 'D', 'SIL']",That is good
"Translate phoneme to English sentence: ['K', 'L', 'IY', 'N', 'SIL', 'AH', 'P', 'SIL', 'HH', 'IY', 'R', 'SIL']",Clean up here
"Translate phoneme to English sentence: ['K', 'L', 'IY', 'N', 'SIL', 'AH', 'P', 'SIL', 'HH', 'IY', 'R', 'SIL']",Clean up here
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'DH', 'AE', 'T', 'SIL', 'G', 'UH', 'D', 'SIL']",I am that good
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'DH', 'AE', 'T', 'SIL', 'G', 'UH', 'D', 'SIL']",I am that good
"Translate phoneme to English sentence: ['M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'G', 'UH', 'D', 'SIL']",Music is not good
"Translate phoneme to English sentence: ['M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'G', 'UH', 'D', 'SIL']",Music is not good
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'AY', 'SIL', 'T', 'EH', 'L', 'SIL', 'Y', 'UW', 'SIL']",Do I tell you
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'AY', 'SIL', 'T', 'EH', 'L', 'SIL', 'Y', 'UW', 'SIL']",Do I tell you
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'R', 'AY', 'T', 'SIL', 'HH', 'IY', 'R', 'SIL']",My family is right here
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'R', 'AY', 'T', 'SIL', 'HH', 'IY', 'R', 'SIL']",My family is right here
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'HH', 'IY', 'R', 'SIL']",Yes my nurse is going here
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'HH', 'IY', 'R', 'SIL']",Yes my nurse is going here
"Translate phoneme to English sentence: ['W', 'EH', 'R', 'SIL', 'IH', 'Z', 'SIL', 'M', 'AY', 'SIL', 'S', 'AH', 'K', 'S', 'EH', 'S', 'SIL']",Where is my success
"Translate phoneme to English sentence: ['W', 'EH', 'R', 'SIL', 'IH', 'Z', 'SIL', 'M', 'AY', 'SIL', 'S', 'AH', 'K', 'S', 'EH', 'S', 'SIL']",Where is my success
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my family I am thirsty
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my family I am thirsty
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'L', 'AY', 'K', 'SIL', 'IH', 'T', 'SIL', 'AW', 'T', 'S', 'AY', 'D', 'SIL']",They like it outside
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'L', 'AY', 'K', 'SIL', 'IH', 'T', 'SIL', 'AW', 'T', 'S', 'AY', 'D', 'SIL']",They like it outside
"Translate phoneme to English sentence: ['K', 'L', 'IY', 'N', 'SIL', 'AH', 'P', 'SIL']",Clean up
"Translate phoneme to English sentence: ['K', 'L', 'IY', 'N', 'SIL', 'AH', 'P', 'SIL']",Clean up
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL']",I have it like that
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL']",I have it like that
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'HH', 'OW', 'P', 'SIL']",I feel hope
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'HH', 'OW', 'P', 'SIL']",I feel hope
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Yes I feel very thirsty
"Translate phoneme to English sentence: ['Y', 'EH', 'S', 'SIL', 'AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Yes I feel very thirsty
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL', 'AH', 'P', 'SIL']",I have it up
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'IH', 'T', 'SIL', 'AH', 'P', 'SIL']",I have it up
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'S', 'AH', 'K', 'S', 'EH', 'S', 'SIL']",I need success
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'S', 'AH', 'K', 'S', 'EH', 'S', 'SIL']",I need success
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'EH', 'L', 'P', 'SIL', 'Y', 'UW', 'SIL']",I hope they help you
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'EH', 'L', 'P', 'SIL', 'Y', 'UW', 'SIL']",I hope they help you
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",I hope I need my music
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",I hope I need my music
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'G', 'UH', 'D', 'SIL']",What is good
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'G', 'UH', 'D', 'SIL']",What is good
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",Do not do that
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",Do not do that
"Translate phoneme to English sentence: ['IH', 'N', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",Is my music very bad
"Translate phoneme to English sentence: ['IH', 'Z', 'SIL', 'M', 'AY', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",Is my music very bad
"Translate phoneme to English sentence: ['F', 'EY', 'TH', 'SIL', 'IH', 'Z', 'SIL', 'OW', 'K', 'EY', 'SIL']",Faith is okay
"Translate phoneme to English sentence: ['F', 'EY', 'TH', 'SIL', 'IH', 'Z', 'SIL', 'OW', 'K', 'EY', 'SIL']",Faith is okay
"Translate phoneme to English sentence: ['B', 'AE', 'D', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",Bad music
"Translate phoneme to English sentence: ['B', 'AE', 'D', 'SIL', 'M', 'Y', 'UW', 'Z', 'IH', 'K', 'SIL']",Bad music
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'R', 'AY', 'T', 'SIL', 'HH', 'IY', 'R', 'SIL']",I need my nurse right here
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'IY', 'D', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'R', 'AY', 'T', 'SIL', 'HH', 'IY', 'R', 'SIL']",I need my nurse right here
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",My nurse is not hungry
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'IH', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",My nurse is not hungry
"Translate phoneme to English sentence: ['HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL', 'IH', 'T', 'SIL']",Hope you like it
"Translate phoneme to English sentence: ['HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL', 'IH', 'T', 'SIL']",Hope you like it
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'N', 'IY', 'D', 'SIL', 'Y', 'UW', 'SIL']",They need you
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'N', 'IY', 'D', 'SIL', 'Y', 'UW', 'SIL']",They need you
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'HH', 'AH', 'L', 'OW', 'SIL']",Tell my nurse hello
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'HH', 'AH', 'L', 'OW', 'SIL']",Tell my nurse hello
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",They are not hungry
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",They are not hungry
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",It is very bad
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'B', 'AE', 'D', 'SIL']",It is very bad
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'OW', 'K', 'EY', 'SIL']",I am not okay
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'OW', 'K', 'EY', 'SIL']",I am not okay
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'F', 'EY', 'TH', 'SIL']",I hope they have faith
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'F', 'EY', 'TH', 'SIL']",I hope they have faith
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'Y', 'UW', 'SIL', 'F', 'IY', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL']",Do you feel that
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'Y', 'UW', 'SIL', 'F', 'IY', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL']",Do you feel that
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'G', 'UH', 'D', 'SIL']",You are good
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'G', 'UH', 'D', 'SIL']",You are good
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my family they are not thirsty
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my family they are not thirsty
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",I am not hungry
"Translate phoneme to English sentence: ['AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",I am not hungry
"Translate phoneme to English sentence: ['IH', 'Z', 'SIL', 'IH', 'T', 'SIL', 'OW', 'K', 'EY', 'SIL']",Is it okay
"Translate phoneme to English sentence: ['IH', 'Z', 'SIL', 'IH', 'T', 'SIL', 'OW', 'K', 'EY', 'SIL']",Is it okay
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'T', 'EH', 'L', 'SIL', 'Y', 'UW', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",They tell you I am hungry
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'T', 'EH', 'L', 'SIL', 'Y', 'UW', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'HH', 'AH', 'NG', 'G', 'R', 'IY', 'SIL']",They tell you I am hungry
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'G', 'UH', 'D', 'B', 'AY', 'SIL']",Tell my family goodbye
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'G', 'UH', 'D', 'B', 'AY', 'SIL']",Tell my family goodbye
"Translate phoneme to English sentence: ['HH', 'IY', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL']",Here that is
"Translate phoneme to English sentence: ['HH', 'IY', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'Z', 'SIL']",Here that is
"Translate phoneme to English sentence: ['AY', 'SIL', 'L', 'AY', 'K', 'SIL', 'M', 'AY', 'SIL', 'F', 'EY', 'TH', 'SIL']",I like my faith
"Translate phoneme to English sentence: ['AY', 'SIL', 'L', 'AY', 'K', 'SIL', 'M', 'AY', 'SIL', 'F', 'EY', 'TH', 'SIL']",I like my faith
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",Tell my nurse I feel comfortable
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",Tell my nurse I feel comfortable
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",I hope you do that
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'Y', 'UW', 'SIL', 'D', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",I hope you do that
"Translate phoneme to English sentence: ['N', 'IY', 'D', 'SIL', 'IH', 'T', 'SIL']",Need it
"Translate phoneme to English sentence: ['N', 'IY', 'D', 'SIL', 'IH', 'T', 'SIL']",Need it
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL']",I hope they have
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL']",I hope they have
"Translate phoneme to English sentence: ['T', 'EH', 'L', 'SIL', 'M', 'AY', 'SIL', 'N', 'ER', 'S', 'SIL', 'AY', 'SIL', 'AE', 'M', 'SIL', 'N', 'AA', 'T', 'SIL', 'TH', 'ER', 'S', 'T', 'IY', 'SIL']",Tell my nurse I am not thirsty
